CustomerID,total_revenue,total_orders,total_items,first_purchase,last_purchase,country,days_since_last_purchase,avg_order_value
13532.0,210.31,1,129,2011-11-06 12:25:00,2011-11-06 12:25:00,United Kingdom,33,210.31
13533.0,269.09,3,202,2011-03-17 12:47:00,2011-06-10 11:54:00,United Kingdom,182,89.69666666666666
13534.0,5870.08,25,2961,2010-12-16 15:23:00,2011-12-07 14:52:00,United Kingdom,1,234.8032
13536.0,3444.39,7,2126,2011-09-25 13:30:00,2011-12-08 16:38:00,United Kingdom,0,492.05571428571426
13538.0,1280.85,7,175,2011-01-28 10:40:00,2011-10-27 16:34:00,United Kingdom,42,182.97857142857143
13539.0,631.34,3,320,2011-02-03 15:23:00,2011-09-15 10:18:00,United Kingdom,85,210.4466666666667
13544.0,276.06,2,112,2011-04-13 12:09:00,2011-10-31 11:57:00,United Kingdom,39,138.03
13546.0,621.09,3,357,2011-05-23 12:14:00,2011-11-27 14:50:00,United Kingdom,11,207.03
13548.0,678.16,2,436,2011-04-10 11:35:00,2011-09-04 14:50:00,United Kingdom,95,339.08
13549.0,918.2,7,458,2011-04-11 13:42:00,2011-11-14 09:20:00,United Kingdom,25,131.17142857142858
13551.0,91.80000000000001,1,12,2011-01-24 14:46:00,2011-01-24 14:46:00,United Kingdom,318,91.80000000000001
13552.0,3740.07,12,1417,2011-01-28 10:10:00,2011-10-04 15:19:00,United Kingdom,65,311.6725
13555.0,4098.88,4,2636,2011-05-22 11:06:00,2011-09-27 12:36:00,United Kingdom,73,1024.72
13557.0,584.06,2,546,2011-03-04 12:14:00,2011-11-11 15:24:00,United Kingdom,27,292.03
13558.0,594.52,4,338,2011-10-02 13:01:00,2011-12-04 11:24:00,United Kingdom,5,148.63
13560.0,171.42000000000002,1,63,2011-12-02 13:11:00,2011-12-02 13:11:00,United Kingdom,6,171.42000000000002
13561.0,141.85999999999999,1,83,2011-05-08 12:39:00,2011-05-08 12:39:00,United Kingdom,215,141.85999999999999
13562.0,1799.33,3,757,2011-04-08 12:42:00,2011-09-19 10:51:00,United Kingdom,81,599.7766666666666
13563.0,777.53,2,209,2011-07-22 17:21:00,2011-09-16 14:45:00,United Kingdom,83,388.765
13564.0,1724.67,3,636,2010-12-06 17:26:00,2011-07-18 14:33:00,United Kingdom,143,574.89
13565.0,240.22,2,172,2011-01-09 14:28:00,2011-11-20 14:33:00,United Kingdom,18,120.11
13566.0,856.84,2,567,2011-09-18 12:40:00,2011-10-30 11:59:00,United Kingdom,40,428.42
13568.0,187.05,1,66,2011-06-19 14:42:00,2011-06-19 14:42:00,United Kingdom,172,187.05
13569.0,338.62,2,156,2010-12-07 12:29:00,2011-11-22 13:07:00,United Kingdom,16,169.31
13570.0,239.49,1,161,2011-04-10 13:36:00,2011-04-10 13:36:00,United Kingdom,242,239.49
13571.0,2088.94,12,1757,2011-03-31 12:43:00,2011-11-27 10:47:00,United Kingdom,12,174.07833333333335
13572.0,1384.25,1,534,2011-05-18 11:59:00,2011-05-18 11:59:00,United Kingdom,205,1384.25
13573.0,290.25,2,302,2011-03-31 14:47:00,2011-10-20 14:33:00,United Kingdom,49,145.125
13575.0,732.0699999999999,5,449,2011-06-16 14:24:00,2011-11-16 13:14:00,United Kingdom,22,146.414
13576.0,6717.34,18,2646,2010-12-01 17:24:00,2011-11-29 15:34:00,United Kingdom,9,373.18555555555554
13577.0,1687.6000000000001,4,791,2011-04-12 10:33:00,2011-11-14 15:19:00,United Kingdom,24,421.90000000000003
13579.0,467.04,2,176,2010-12-05 16:10:00,2011-11-25 08:41:00,United Kingdom,14,233.52
13581.0,118.0,1,30,2011-02-03 14:41:00,2011-02-03 14:41:00,United Kingdom,308,118.0
13583.0,781.03,1,725,2011-07-07 10:40:00,2011-07-07 10:40:00,United Kingdom,155,781.03
13584.0,142.4,1,37,2011-02-06 12:49:00,2011-02-06 12:49:00,United Kingdom,306,142.4
13587.0,712.4,1,180,2011-10-07 12:31:00,2011-10-07 12:31:00,United Kingdom,63,712.4
13588.0,2478.95,9,2606,2011-03-29 15:53:00,2011-11-24 10:42:00,United Kingdom,15,275.43888888888887
13589.0,379.65,2,114,2011-06-13 12:44:00,2011-11-25 12:10:00,United Kingdom,14,189.825
13590.0,1981.92,6,1848,2011-02-09 13:25:00,2011-11-28 12:54:00,United Kingdom,10,330.32
13591.0,1117.13,3,485,2011-03-18 12:18:00,2011-10-06 12:26:00,United Kingdom,64,372.3766666666667
13592.0,247.95999999999998,4,84,2011-03-20 14:01:00,2011-11-04 09:49:00,United Kingdom,35,61.989999999999995
13593.0,2011.88,5,719,2011-01-07 16:32:00,2011-08-23 13:35:00,United Kingdom,107,402.37600000000003
13594.0,396.97,1,359,2011-10-18 10:19:00,2011-10-18 10:19:00,United Kingdom,52,396.97
13596.0,664.11,2,384,2011-11-27 11:57:00,2011-12-04 12:01:00,United Kingdom,5,332.055
13598.0,160.04,1,52,2011-10-23 14:28:00,2011-10-23 14:28:00,United Kingdom,46,160.04
13599.0,5149.92,21,3293,2010-12-08 10:11:00,2011-12-08 16:10:00,United Kingdom,0,245.2342857142857
13600.0,219.52,1,324,2011-01-31 15:27:00,2011-01-31 15:27:00,United Kingdom,311,219.52
13601.0,693.32,2,548,2011-05-12 16:52:00,2011-10-25 17:31:00,United Kingdom,44,346.66
13602.0,428.89,1,267,2011-10-06 11:47:00,2011-10-06 11:47:00,United Kingdom,64,428.89
13603.0,164.34,1,164,2011-11-13 15:57:00,2011-11-13 15:57:00,United Kingdom,25,164.34
13606.0,276.75,3,276,2011-02-01 11:42:00,2011-11-10 17:46:00,United Kingdom,28,92.25
13607.0,675.51,1,288,2011-10-30 16:17:00,2011-10-30 16:17:00,United Kingdom,39,675.51
13610.0,1082.33,7,488,2011-02-27 14:44:00,2011-11-27 15:38:00,United Kingdom,11,154.6185714285714
13611.0,1154.4,3,754,2010-12-15 10:31:00,2011-09-11 14:51:00,United Kingdom,88,384.8
13614.0,1585.46,4,564,2011-01-13 12:37:00,2011-11-15 14:47:00,United Kingdom,23,396.365
13615.0,417.69,1,189,2011-01-25 08:21:00,2011-01-25 08:21:00,United Kingdom,318,417.69
13617.0,544.18,3,300,2011-06-12 12:55:00,2011-10-30 13:50:00,United Kingdom,39,181.39333333333332
13618.0,177.34,1,246,2011-06-19 11:09:00,2011-06-19 11:09:00,United Kingdom,173,177.34
13621.0,213.85,1,343,2011-08-15 08:26:00,2011-08-15 08:26:00,United Kingdom,116,213.85
13623.0,727.74,5,286,2011-02-15 13:08:00,2011-11-09 12:00:00,United Kingdom,30,145.548
13626.0,257.23,1,209,2011-04-01 10:05:00,2011-04-01 10:05:00,United Kingdom,252,257.23
13627.0,1638.47,5,1269,2010-12-17 09:52:00,2011-10-11 14:20:00,United Kingdom,58,327.694
13629.0,7792.36,11,4372,2011-01-05 12:09:00,2011-11-16 13:21:00,United Kingdom,22,708.3963636363636
13630.0,2031.78,7,1391,2011-02-27 12:49:00,2011-12-04 15:16:00,United Kingdom,4,290.2542857142857
13631.0,3070.42,11,467,2011-03-17 17:13:00,2011-09-01 09:57:00,United Kingdom,99,279.1290909090909
13632.0,2118.93,5,1031,2011-04-10 15:07:00,2011-11-15 10:51:00,United Kingdom,24,423.78599999999994
13634.0,1547.3600000000001,5,700,2011-01-16 15:30:00,2011-11-06 13:40:00,United Kingdom,32,309.47200000000004
13635.0,1071.03,1,677,2011-10-03 10:55:00,2011-10-03 10:55:00,United Kingdom,67,1071.03
13636.0,949.12,5,592,2011-02-27 14:29:00,2011-11-03 10:30:00,United Kingdom,36,189.824
13637.0,804.3,3,405,2011-04-27 13:06:00,2011-10-18 13:32:00,United Kingdom,51,268.09999999999997
13638.0,122.64,1,93,2011-11-24 10:38:00,2011-11-24 10:38:00,United Kingdom,15,122.64
13639.0,1033.34,1,800,2011-09-26 13:36:00,2011-09-26 13:36:00,United Kingdom,73,1033.34
13642.0,312.28,1,151,2011-05-08 12:34:00,2011-05-08 12:34:00,United Kingdom,215,312.28
13643.0,519.44,3,273,2011-06-07 11:40:00,2011-11-08 15:37:00,United Kingdom,30,173.14666666666668
13644.0,2624.26,4,2067,2011-08-26 11:53:00,2011-11-23 14:07:00,United Kingdom,15,656.065
13645.0,252.1,1,158,2011-08-11 16:11:00,2011-08-11 16:11:00,United Kingdom,119,252.1
13647.0,1648.1200000000001,4,887,2011-04-19 09:49:00,2011-11-30 12:00:00,United Kingdom,9,412.03000000000003
13649.0,346.6,2,139,2010-12-08 14:46:00,2011-03-28 11:51:00,United Kingdom,256,173.3
13650.0,1836.34,6,922,2011-03-17 12:37:00,2011-11-23 12:22:00,United Kingdom,16,306.0566666666667
13651.0,94.2,2,33,2011-10-31 12:11:00,2011-11-04 14:59:00,United Kingdom,34,47.1
13652.0,1095.08,3,578,2010-12-06 09:21:00,2011-10-25 08:51:00,United Kingdom,45,365.02666666666664
13654.0,2707.33,6,2182,2011-03-11 12:54:00,2011-10-27 16:24:00,United Kingdom,42,451.22166666666664
13655.0,932.97,2,605,2011-04-12 09:53:00,2011-08-17 14:25:00,United Kingdom,113,466.485
13656.0,379.65,2,490,2011-01-06 15:42:00,2011-06-28 10:31:00,United Kingdom,164,189.825
13657.0,382.14,2,209,2011-05-22 12:35:00,2011-11-29 12:32:00,United Kingdom,10,191.07
13658.0,2639.17,5,1019,2011-05-19 17:15:00,2011-11-30 10:13:00,United Kingdom,9,527.8340000000001
13659.0,1563.0,2,882,2011-01-23 12:08:00,2011-05-18 12:37:00,United Kingdom,205,781.5
13662.0,881.26,3,533,2011-03-25 13:23:00,2011-09-15 12:04:00,United Kingdom,85,293.75333333333333
13663.0,189.47,1,91,2011-06-13 15:44:00,2011-06-13 15:44:00,United Kingdom,178,189.47
13666.0,84.65,3,41,2011-02-25 13:05:00,2011-10-10 15:39:00,United Kingdom,59,28.21666666666667
13667.0,299.05,1,149,2011-07-13 15:42:00,2011-07-13 15:42:00,United Kingdom,148,299.05
13668.0,6309.83,21,3722,2010-12-12 12:35:00,2011-12-07 12:11:00,United Kingdom,2,300.46809523809526
13669.0,218.55,2,237,2011-07-13 11:44:00,2011-10-20 09:32:00,United Kingdom,50,109.275
13670.0,349.7,1,282,2011-09-25 15:25:00,2011-09-25 15:25:00,United Kingdom,74,349.7
13672.0,186.39000000000001,2,57,2011-01-11 13:54:00,2011-02-11 13:53:00,United Kingdom,300,93.19500000000001
13673.0,387.44,2,114,2011-11-07 15:40:00,2011-11-21 12:11:00,United Kingdom,18,193.72
13675.0,486.82000000000005,2,330,2011-02-28 12:14:00,2011-07-11 12:57:00,United Kingdom,150,243.41000000000003
13678.0,232.6,1,924,2011-07-11 10:14:00,2011-07-11 10:14:00,United Kingdom,151,232.6
13680.0,3719.12,4,1934,2011-01-04 14:12:00,2011-12-08 13:47:00,United Kingdom,0,929.78
13681.0,827.83,4,360,2011-07-07 15:21:00,2011-11-22 11:13:00,United Kingdom,17,206.9575
13682.0,59.5,1,10,2011-06-05 14:06:00,2011-06-05 14:06:00,United Kingdom,186,59.5
13684.0,65.13,1,38,2011-02-27 10:13:00,2011-02-27 10:13:00,United Kingdom,285,65.13
13685.0,3119.44,7,5056,2011-10-10 12:59:00,2011-12-07 11:41:00,United Kingdom,2,445.63428571428574
13686.0,72.0,1,70,2011-06-10 09:10:00,2011-06-10 09:10:00,United Kingdom,182,72.0
13689.0,910.0,1,512,2011-10-07 13:21:00,2011-10-07 13:21:00,United Kingdom,62,910.0
13690.0,172.25,1,67,2011-10-11 15:03:00,2011-10-11 15:03:00,United Kingdom,58,172.25
13692.0,1488.32,3,1226,2011-04-17 12:57:00,2011-11-15 11:17:00,United Kingdom,24,496.1066666666666
13694.0,65039.62,50,63312,2010-12-01 12:12:00,2011-12-06 09:32:00,United Kingdom,3,1300.7924
13695.0,2504.13,15,1603,2011-03-25 11:31:00,2011-11-08 14:26:00,United Kingdom,30,166.942
13697.0,151.29999999999998,1,177,2011-11-01 09:14:00,2011-11-01 09:14:00,United Kingdom,38,151.29999999999998
13699.0,308.58000000000004,1,66,2011-07-07 16:51:00,2011-07-07 16:51:00,United Kingdom,154,308.58000000000004
13700.0,2248.63,10,2281,2011-01-16 13:18:00,2011-11-13 13:00:00,United Kingdom,25,224.863
13703.0,99.5,1,10,2011-01-25 13:10:00,2011-01-25 13:10:00,United Kingdom,317,99.5
13704.0,2308.06,9,1531,2011-09-12 14:40:00,2011-12-04 15:13:00,United Kingdom,4,256.4511111111111
13705.0,711.86,3,363,2010-12-01 10:29:00,2011-12-02 12:32:00,United Kingdom,7,237.28666666666666
13706.0,330.79,1,189,2011-02-10 09:21:00,2011-02-10 09:21:00,United Kingdom,302,330.79
13707.0,806.41,2,351,2011-01-28 13:27:00,2011-03-17 18:03:00,United Kingdom,266,403.205
13708.0,285.33,1,301,2011-03-13 13:46:00,2011-03-13 13:46:00,United Kingdom,270,285.33
13709.0,6307.650000000001,13,3508,2011-01-28 14:57:00,2011-12-06 10:28:00,United Kingdom,3,485.2038461538462
13710.0,180.48,1,176,2011-11-08 08:16:00,2011-11-08 08:16:00,United Kingdom,31,180.48
13711.0,252.06,2,140,2011-05-05 10:29:00,2011-05-05 10:31:00,United Kingdom,218,126.03
13712.0,228.84,1,352,2011-04-07 12:33:00,2011-04-07 12:33:00,United Kingdom,246,228.84
13715.0,1077.39,5,562,2010-12-02 08:52:00,2011-03-03 19:21:00,United Kingdom,280,215.478
13716.0,138.28,1,138,2011-03-15 13:49:00,2011-03-15 13:49:00,United Kingdom,268,138.28
13717.0,1445.01,6,1959,2011-02-14 13:21:00,2011-11-07 14:13:00,United Kingdom,31,240.835
13718.0,306.55,2,173,2011-02-17 11:58:00,2011-04-07 13:24:00,United Kingdom,245,153.275
13719.0,1041.68,5,609,2011-04-19 13:56:00,2011-11-24 15:26:00,United Kingdom,14,208.336
13720.0,799.9,4,501,2011-03-30 09:17:00,2011-08-15 12:46:00,United Kingdom,116,199.975
13721.0,524.14,1,316,2011-11-03 14:05:00,2011-11-03 14:05:00,United Kingdom,35,524.14
13722.0,2375.41,3,1401,2011-03-02 11:43:00,2011-07-31 12:44:00,United Kingdom,131,791.8033333333333
13723.0,199.85000000000002,1,43,2011-05-06 17:04:00,2011-05-06 17:04:00,United Kingdom,216,199.85000000000002
13725.0,1980.56,8,806,2011-02-04 12:18:00,2011-10-21 10:03:00,United Kingdom,49,247.57
13726.0,1079.6599999999999,2,1054,2011-08-31 11:06:00,2011-11-01 10:49:00,United Kingdom,38,539.8299999999999
13727.0,333.48,2,162,2011-11-06 12:16:00,2011-11-11 09:46:00,United Kingdom,28,166.74
13728.0,1016.14,6,458,2011-02-02 12:09:00,2011-11-03 10:49:00,United Kingdom,36,169.35666666666665
13730.0,752.6,2,488,2011-07-01 12:47:00,2011-07-27 08:35:00,United Kingdom,135,376.3
13731.0,610.59,2,278,2011-04-07 10:10:00,2011-05-04 14:33:00,United Kingdom,218,305.295
13732.0,491.86,1,498,2011-11-11 15:49:00,2011-11-11 15:49:00,United Kingdom,27,491.86
13735.0,2883.54,4,1128,2011-04-19 13:49:00,2011-11-15 11:14:00,United Kingdom,24,720.885
13736.0,729.8,2,496,2011-03-24 13:04:00,2011-12-04 15:19:00,United Kingdom,4,364.9
13737.0,339.59999999999997,1,125,2011-05-23 16:32:00,2011-05-23 16:32:00,United Kingdom,199,339.59999999999997
13739.0,216.9,1,54,2011-11-21 13:35:00,2011-11-21 13:35:00,United Kingdom,17,216.9
13740.0,350.75,1,425,2011-04-13 10:32:00,2011-04-13 10:32:00,United Kingdom,240,350.75
13741.0,668.4300000000001,3,218,2011-05-06 13:43:00,2011-09-29 09:19:00,United Kingdom,71,222.81000000000003
13742.0,3107.87,12,1115,2011-01-23 14:59:00,2011-11-23 11:07:00,United Kingdom,16,258.9891666666667
13743.0,1341.6,7,1776,2011-03-25 14:46:00,2011-12-07 10:09:00,United Kingdom,2,191.65714285714284
13744.0,1080.52,2,1153,2011-02-20 14:08:00,2011-09-05 15:19:00,United Kingdom,94,540.26
13745.0,300.04,1,496,2011-06-30 16:43:00,2011-06-30 16:43:00,United Kingdom,161,300.04
13747.0,79.6,1,8,2010-12-01 10:37:00,2010-12-01 10:37:00,United Kingdom,373,79.6
13748.0,948.25,5,439,2010-12-01 09:00:00,2011-09-05 09:45:00,United Kingdom,95,189.65
13750.0,1647.26,5,516,2011-01-07 11:49:00,2011-10-17 12:16:00,United Kingdom,53,329.452
13751.0,296.25,1,152,2011-02-24 15:56:00,2011-02-24 15:56:00,United Kingdom,287,296.25
13752.0,1175.38,6,874,2011-04-07 12:04:00,2011-08-07 14:16:00,United Kingdom,123,195.89666666666668
13753.0,741.26,1,512,2011-02-25 12:48:00,2011-02-25 12:48:00,United Kingdom,287,741.26
13754.0,282.59999999999997,2,214,2011-01-26 14:58:00,2011-07-11 11:51:00,United Kingdom,151,141.29999999999998
13755.0,2108.06,9,1242,2011-10-07 15:45:00,2011-12-06 12:26:00,United Kingdom,3,234.2288888888889
13756.0,5189.52,14,3188,2010-12-07 11:41:00,2011-12-07 16:44:00,United Kingdom,1,370.68
13758.0,3190.55,7,1844,2010-12-01 12:08:00,2011-11-28 11:11:00,United Kingdom,11,455.79285714285714
13759.0,659.4100000000001,2,287,2011-09-29 15:40:00,2011-11-06 14:47:00,United Kingdom,32,329.70500000000004
13760.0,286.79,2,197,2011-03-28 12:52:00,2011-10-16 16:13:00,United Kingdom,53,143.395
13761.0,1070.65,2,642,2011-06-13 08:43:00,2011-10-20 14:01:00,United Kingdom,49,535.325
13762.0,306.72,1,272,2011-05-05 09:15:00,2011-05-05 09:15:00,United Kingdom,218,306.72
13763.0,1714.96,1,728,2011-10-07 15:13:00,2011-10-07 15:13:00,United Kingdom,62,1714.96
13764.0,1519.42,3,926,2011-01-06 14:53:00,2011-09-30 12:03:00,United Kingdom,70,506.47333333333336
13767.0,17220.36,37,7322,2010-12-01 10:47:00,2011-12-07 15:00:00,United Kingdom,1,465.41513513513513
13769.0,2796.51,10,1163,2010-12-07 13:28:00,2011-12-07 15:08:00,United Kingdom,1,279.651
13771.0,2634.45,4,1477,2011-04-06 15:47:00,2011-10-06 14:18:00,United Kingdom,63,658.6125
13772.0,1122.63,3,540,2011-04-14 12:31:00,2011-11-06 11:43:00,United Kingdom,33,374.21000000000004
13774.0,345.0,1,192,2011-09-19 12:06:00,2011-09-19 12:06:00,United Kingdom,81,345.0
13777.0,25977.16,33,12897,2010-12-01 16:01:00,2011-12-09 12:25:00,United Kingdom,0,787.1866666666666
13778.0,178.7,1,70,2011-08-28 15:25:00,2011-08-28 15:25:00,United Kingdom,102,178.7
13780.0,360.01,2,318,2011-06-22 11:43:00,2011-12-02 13:49:00,United Kingdom,6,180.005
13781.0,127.84,1,30,2011-04-03 12:08:00,2011-04-03 12:08:00,United Kingdom,250,127.84
13782.0,908.86,6,369,2011-01-16 11:08:00,2011-11-27 11:54:00,United Kingdom,12,151.47666666666666
13784.0,2462.79,11,2493,2011-01-11 14:38:00,2011-11-30 09:33:00,United Kingdom,9,223.89
13786.0,230.39999999999998,1,136,2010-12-07 13:53:00,2010-12-07 13:53:00,United Kingdom,366,230.39999999999998
13787.0,309.04,2,337,2010-12-10 14:45:00,2011-09-25 12:06:00,United Kingdom,75,154.52
13790.0,348.8,1,748,2011-12-05 15:48:00,2011-12-05 15:48:00,United Kingdom,3,348.8
13791.0,1516.0,2,1200,2011-06-24 16:38:00,2011-08-04 11:44:00,United Kingdom,127,758.0
13792.0,195.55,2,92,2011-02-25 14:03:00,2011-10-04 14:31:00,United Kingdom,65,97.775
13798.0,37153.85,57,23948,2010-12-02 17:24:00,2011-12-08 15:51:00,United Kingdom,0,651.8219298245614
13799.0,688.86,2,402,2011-02-18 14:18:00,2011-08-15 12:07:00,United Kingdom,116,344.43
13800.0,558.32,1,331,2011-02-03 12:27:00,2011-02-03 12:27:00,United Kingdom,309,558.32
13801.0,324.8,1,168,2011-10-04 10:15:00,2011-10-04 10:15:00,United Kingdom,66,324.8
13802.0,4599.42,3,2572,2011-02-01 12:03:00,2011-07-24 10:54:00,United Kingdom,138,1533.14
13803.0,277.07,1,121,2011-03-29 12:57:00,2011-03-29 12:57:00,United Kingdom,254,277.07
13804.0,2588.39,7,1462,2011-02-23 09:09:00,2011-11-09 12:32:00,United Kingdom,30,369.77
13805.0,924.6,2,1900,2011-08-02 15:29:00,2011-10-18 14:50:00,United Kingdom,51,462.3
13806.0,256.38,1,56,2011-10-07 11:43:00,2011-10-07 11:43:00,United Kingdom,63,256.38
13807.0,112.6,1,36,2010-12-07 15:48:00,2010-12-07 15:48:00,United Kingdom,366,112.6
13808.0,1747.66,5,782,2011-09-04 12:07:00,2011-12-04 12:18:00,United Kingdom,5,349.53200000000004
13809.0,155.05,1,29,2011-02-07 13:15:00,2011-02-07 13:15:00,Cyprus,304,155.05
13810.0,1499.01,3,312,2011-10-14 12:57:00,2011-11-11 08:33:00,Germany,28,499.67
13811.0,814.5,3,68,2011-04-14 18:40:00,2011-06-09 09:54:00,Germany,183,271.5
13812.0,539.0,3,333,2011-08-26 12:54:00,2011-10-28 14:27:00,Germany,41,179.66666666666666
13813.0,1366.8600000000001,4,552,2011-07-28 10:33:00,2011-10-31 10:38:00,Germany,39,341.71500000000003
13814.0,1579.12,2,864,2011-07-25 13:54:00,2011-09-08 13:48:00,Germany,91,789.56
13815.0,4027.36,4,2560,2011-01-25 12:16:00,2011-11-17 14:19:00,Germany,21,1006.84
13816.0,571.6700000000001,2,269,2011-10-06 14:37:00,2011-11-16 08:38:00,Germany,23,285.83500000000004
13817.0,382.98,2,211,2010-12-23 11:46:00,2011-11-10 17:49:00,Germany,28,191.49
13819.0,1140.35,3,1109,2011-01-24 10:38:00,2011-02-11 10:38:00,United Kingdom,301,380.1166666666666
13821.0,385.64,2,153,2011-03-23 11:30:00,2011-07-18 09:49:00,United Kingdom,144,192.82
13822.0,632.0,2,611,2011-10-30 15:55:00,2011-12-04 12:13:00,United Kingdom,5,316.0
13823.0,957.66,2,439,2011-09-09 10:42:00,2011-11-21 10:22:00,United Kingdom,18,478.83
13824.0,1698.94,5,768,2011-02-02 13:07:00,2011-11-07 12:41:00,United Kingdom,32,339.788
13826.0,189.5,1,82,2011-06-16 13:48:00,2011-06-16 13:48:00,United Kingdom,175,189.5
13827.0,409.8,3,138,2011-07-19 15:38:00,2011-10-13 12:38:00,United Kingdom,57,136.6
13828.0,209.49,1,311,2011-11-17 16:02:00,2011-11-17 16:02:00,United Kingdom,21,209.49
13831.0,2198.45,6,743,2010-12-05 12:13:00,2011-11-23 15:41:00,United Kingdom,15,366.4083333333333
13832.0,52.199999999999996,1,28,2011-11-20 15:36:00,2011-11-20 15:36:00,United Kingdom,18,52.199999999999996
13833.0,383.85,1,117,2011-07-03 13:27:00,2011-07-03 13:27:00,United Kingdom,158,383.85
13835.0,834.57,4,442,2011-05-08 15:22:00,2011-11-14 15:37:00,United Kingdom,24,208.6425
13837.0,266.59000000000003,2,182,2011-01-26 12:15:00,2011-05-12 12:10:00,United Kingdom,211,133.29500000000002
13838.0,674.82,4,254,2010-12-05 10:45:00,2011-12-04 11:00:00,United Kingdom,5,168.705
13841.0,85.0,1,100,2011-04-01 12:10:00,2011-04-01 12:10:00,United Kingdom,252,85.0
13842.0,3385.62,9,1768,2010-12-08 10:39:00,2011-10-12 10:51:00,United Kingdom,58,376.18
13844.0,361.62,1,196,2011-11-28 13:21:00,2011-11-28 13:21:00,United Kingdom,10,361.62
13845.0,312.98,1,182,2011-10-06 08:25:00,2011-10-06 08:25:00,United Kingdom,64,312.98
13846.0,865.0600000000001,3,388,2010-12-14 16:07:00,2011-11-15 12:07:00,United Kingdom,24,288.35333333333335
13848.0,1255.0,3,3700,2010-12-08 15:10:00,2011-09-08 12:58:00,United Kingdom,91,418.3333333333333
13849.0,1537.95,2,1016,2011-06-22 10:11:00,2011-10-19 10:59:00,United Kingdom,51,768.975
13850.0,1595.48,1,944,2011-08-02 14:04:00,2011-08-02 14:04:00,United Kingdom,128,1595.48
13851.0,2651.46,3,1705,2011-02-24 17:18:00,2011-09-05 12:36:00,United Kingdom,95,883.82
13853.0,1090.14,1,312,2011-10-13 14:18:00,2011-10-13 14:18:00,United Kingdom,56,1090.14
13854.0,8109.5199999999995,25,2296,2010-12-09 10:48:00,2011-12-01 09:06:00,United Kingdom,8,324.38079999999997
13856.0,388.5,3,494,2011-05-20 13:13:00,2011-06-24 10:03:00,United Kingdom,168,129.5
13858.0,216.17,1,75,2011-10-13 16:17:00,2011-10-13 16:17:00,United Kingdom,56,216.17
13859.0,201.16,1,129,2011-01-17 16:14:00,2011-01-17 16:14:00,United Kingdom,325,201.16
13860.0,1245.9,5,591,2011-09-14 09:27:00,2011-12-08 12:57:00,United Kingdom,0,249.18
13862.0,2209.36,8,1688,2011-01-11 15:13:00,2011-11-21 16:24:00,United Kingdom,17,276.17
13863.0,305.78,1,224,2011-04-06 10:20:00,2011-04-06 10:20:00,United Kingdom,247,305.78
13865.0,501.56,4,204,2011-02-23 12:04:00,2011-10-12 13:31:00,United Kingdom,57,125.39
13866.0,145.67000000000002,1,57,2011-09-26 14:54:00,2011-09-26 14:54:00,United Kingdom,73,145.67000000000002
13867.0,1005.09,3,501,2011-05-05 17:28:00,2011-11-08 15:48:00,United Kingdom,30,335.03000000000003
13868.0,3192.54,2,1964,2011-11-01 12:45:00,2011-12-02 16:32:00,United Kingdom,6,1596.27
13869.0,3083.65,4,1709,2010-12-17 15:14:00,2011-08-08 13:53:00,United Kingdom,122,770.9125
13870.0,2770.94,8,1325,2011-02-25 09:09:00,2011-12-07 13:23:00,United Kingdom,1,346.3675
13871.0,6403.25,13,2806,2011-02-04 09:30:00,2011-11-17 10:49:00,United Kingdom,22,492.5576923076923
13873.0,389.6,3,140,2011-02-03 09:37:00,2011-08-12 10:08:00,United Kingdom,119,129.86666666666667
13874.0,540.45,1,180,2010-12-16 18:20:00,2010-12-16 18:20:00,United Kingdom,357,540.45
13875.0,1786.79,5,1316,2011-02-11 15:39:00,2011-10-17 09:36:00,United Kingdom,53,357.358
13876.0,122.7,1,36,2011-10-07 10:22:00,2011-10-07 10:22:00,United Kingdom,63,122.7
13877.0,117.24,1,108,2011-09-14 15:49:00,2011-09-14 15:49:00,United Kingdom,85,117.24
13878.0,1271.57,1,463,2011-10-16 12:19:00,2011-10-16 12:19:00,United Kingdom,54,1271.57
13880.0,3219.77,13,1842,2010-12-07 14:00:00,2011-11-18 13:44:00,United Kingdom,20,247.67461538461538
13881.0,17159.52,20,10118,2011-02-01 10:14:00,2011-12-06 12:50:00,United Kingdom,3,857.976
13882.0,1191.13,5,953,2011-10-06 15:28:00,2011-12-07 11:16:00,United Kingdom,2,238.22600000000003
13883.0,2674.48,5,1436,2011-03-31 17:17:00,2011-11-29 10:45:00,United Kingdom,10,534.896
13884.0,787.6,5,300,2011-03-01 13:40:00,2011-12-02 16:30:00,United Kingdom,6,157.52
13885.0,506.8,2,182,2011-05-23 08:52:00,2011-06-03 15:07:00,United Kingdom,188,253.4
13886.0,243.56,1,126,2011-09-29 13:17:00,2011-09-29 13:17:00,United Kingdom,70,243.56
13887.0,349.55,1,147,2011-05-19 17:22:00,2011-05-19 17:22:00,United Kingdom,203,349.55
13888.0,595.67,2,254,2011-05-05 14:41:00,2011-08-12 10:13:00,United Kingdom,119,297.835
13889.0,416.90000000000003,1,146,2011-09-08 09:13:00,2011-09-08 09:13:00,United Kingdom,92,416.90000000000003
13890.0,1883.8100000000002,10,831,2010-12-16 09:31:00,2011-12-08 15:36:00,United Kingdom,0,188.38100000000003
13892.0,632.97,4,983,2011-04-07 12:04:00,2011-11-13 11:50:00,United Kingdom,26,158.2425
